date,store_id,product_id,units_sold,temperature,rain,is_holiday,day_of_week,month
2024-01-03,store_5,product_1,8,24.5,0.0,0.0,2,1
2024-01-03,store_5,product_2,38,24.5,0.0,0.0,2,1
2024-01-03,store_5,product_3,41,24.5,0.0,0.0,2,1
2024-01-03,store_5,product_4,17,24.5,0.0,0.0,2,1
2024-01-03,store_5,product_5,26,24.5,0.0,0.0,2,1
2024-01-03,store_5,product_6,17,24.5,0.0,0.0,2,1
2024-01-04,store_1,product_1,11,26.5,0.0,0.0,3,1
2024-01-04,store_1,product_2,21,26.5,0.0,0.0,3,1
2024-01-04,store_1,product_3,48,26.5,0.0,0.0,3,1
2024-01-04,store_1,product_4,31,26.5,0.0,0.0,3,1
2024-01-04,store_1,product_5,37,26.5,0.0,0.0,3,1
2024-01-04,store_1,product_6,18,26.5,0.0,0.0,3,1
2024-01-04,store_2,product_1,20,26.5,0.0,0.0,3,1
2024-01-04,store_2,product_2,49,26.5,0.0,0.0,3,1
2024-01-04,store_2,product_3,34,26.5,0.0,0.0,3,1
2024-01-04,store_2,product_4,37,26.5,0.0,0.0,3,1
2024-01-04,store_2,product_5,24,26.5,0.0,0.0,3,1
2024-01-04,store_2,product_6,27,26.5,0.0,0.0,3,1
2024-01-04,store_3,product_1,19,26.5,0.0,0.0,3,1
2024-01-04,store_3,product_2,13,26.5,0.0,0.0,3,1
2024-01-04,store_3,product_3,32,26.5,0.0,0.0,3,1
2024-01-04,store_3,product_4,31,26.5,0.0,0.0,3,1
2024-01-04,store_3,product_5,38,26.5,0.0,0.0,3,1
2024-01-04,store_3,product_6,18,26.5,0.0,0.0,3,1
2024-01-04,store_4,product_1,26,26.5,0.0,0.0,3,1
2024-01-04,store_4,product_2,37,26.5,0.0,0.0,3,1
2024-01-04,store_4,product_3,12,26.5,0.0,0.0,3,1
2024-01-04,store_4,product_4,29,26.5,0.0,0.0,3,1
2024-01-04,store_4,product_5,13,26.5,0.0,0.0,3,1
2024-01-04,store_4,product_6,25,26.5,0.0,0.0,3,1
2024-01-04,store_5,product_1,8,26.5,0.0,0.0,3,1
2024-01-04,store_5,product_2,13,26.5,0.0,0.0,3,1
2024-01-04,store_5,product_3,47,26.5,0.0,0.0,3,1
2024-01-04,store_5,product_4,30,26.5,0.0,0.0,3,1
2024-01-04,store_5,product_5,39,26.5,0.0,0.0,3,1
2024-01-04,store_5,product_6,39,26.5,0.0,0.0,3,1
2024-01-05,store_1,product_1,13,25.8,0.0,0.0,4,1
2024-01-05,store_1,product_2,33,25.8,0.0,0.0,4,1
2024-01-05,store_1,product_3,7,25.8,0.0,0.0,4,1
2024-01-05,store_1,product_4,41,25.8,0.0,0.0,4,1
2024-01-05,store_1,product_5,24,25.8,0.0,0.0,4,1
2024-01-05,store_1,product_6,7,25.8,0.0,0.0,4,1
2024-01-05,store_2,product_1,39,25.8,0.0,0.0,4,1
2024-01-05,store_2,product_2,53,25.8,0.0,0.0,4,1
2024-01-05,store_2,product_3,34,25.8,0.0,0.0,4,1
2024-01-05,store_2,product_4,25,25.8,0.0,0.0,4,1
2024-01-05,store_2,product_5,33,25.8,0.0,0.0,4,1
2024-01-05,store_2,product_6,49,25.8,0.0,0.0,4,1
2024-01-05,store_3,product_1,35,25.8,0.0,0.0,4,1
2024-01-05,store_3,product_2,8,25.8,0.0,0.0,4,1
2024-01-05,store_3,product_3,21,25.8,0.0,0.0,4,1
2024-01-05,store_3,product_4,40,25.8,0.0,0.0,4,1
2024-01-05,store_3,product_5,43,25.8,0.0,0.0,4,1
2024-01-05,store_3,product_6,26,25.8,0.0,0.0,4,1
2024-01-05,store_4,product_1,34,25.8,0.0,0.0,4,1
2024-01-05,store_4,product_2,15,25.8,0.0,0.0,4,1
2024-01-05,store_4,product_3,5,25.8,0.0,0.0,4,1
2024-01-05,store_4,product_4,40,25.8,0.0,0.0,4,1
2024-01-05,store_4,product_5,13,25.8,0.0,0.0,4,1
2024-01-05,store_4,product_6,17,25.8,0.0,0.0,4,1
2024-01-05,store_5,product_1,17,25.8,0.0,0.0,4,1
2024-01-05,store_5,product_2,58,25.8,0.0,0.0,4,1
2024-01-05,store_5,product_3,25,25.8,0.0,0.0,4,1
2024-01-05,store_5,product_4,41,25.8,0.0,0.0,4,1
2024-01-05,store_5,product_5,24,25.8,0.0,0.0,4,1
2024-01-05,store_5,product_6,41,25.8,0.0,0.0,4,1
2024-01-06,store_1,product_1,37,29.5,1.0,0.0,5,1
2024-01-06,store_1,product_2,14,29.5,1.0,0.0,5,1
2024-01-06,store_1,product_3,2,29.5,1.0,0.0,5,1
2024-01-06,store_1,product_4,32,29.5,1.0,0.0,5,1
2024-01-06,store_1,product_5,49,29.5,1.0,0.0,5,1
2024-01-06,store_1,product_6,50,29.5,1.0,0.0,5,1
2024-01-06,store_2,product_1,7,29.5,1.0,0.0,5,1
2024-01-06,store_2,product_2,30,29.5,1.0,0.0,5,1
2024-01-06,store_2,product_3,41,29.5,1.0,0.0,5,1
2024-01-06,store_2,product_4,34,29.5,1.0,0.0,5,1
2024-01-06,store_2,product_5,26,29.5,1.0,0.0,5,1
2024-01-06,store_2,product_6,47,29.5,1.0,0.0,5,1
2024-01-06,store_3,product_1,52,29.5,1.0,0.0,5,1
2024-01-06,store_3,product_2,4,29.5,1.0,0.0,5,1
2024-01-06,store_3,product_3,12,29.5,1.0,0.0,5,1
2024-01-06,store_3,product_4,21,29.5,1.0,0.0,5,1
2024-01-06,store_3,product_5,33,29.5,1.0,0.0,5,1
2024-01-06,store_3,product_6,14,29.5,1.0,0.0,5,1
2024-01-06,store_4,product_1,15,29.5,1.0,0.0,5,1
2024-01-06,store_4,product_2,11,29.5,1.0,0.0,5,1
2024-01-06,store_4,product_3,12,29.5,1.0,0.0,5,1
2024-01-06,store_4,product_4,33,29.5,1.0,0.0,5,1
2024-01-06,store_4,product_5,28,29.5,1.0,0.0,5,1
2024-01-06,store_4,product_6,35,29.5,1.0,0.0,5,1
2024-01-06,store_5,product_1,15,29.5,1.0,0.0,5,1
2024-01-06,store_5,product_2,51,29.5,1.0,0.0,5,1
2024-01-06,store_5,product_3,15,29.5,1.0,0.0,5,1
2024-01-06,store_5,product_4,16,29.5,1.0,0.0,5,1
2024-01-06,store_5,product_5,37,29.5,1.0,0.0,5,1
2024-01-06,store_5,product_6,43,29.5,1.0,0.0,5,1
2024-01-07,store_1,product_1,30,22.9,1.0,0.0,6,1
2024-01-07,store_1,product_2,32,22.9,1.0,0.0,6,1
2024-01-07,store_1,product_3,15,22.9,1.0,0.0,6,1
2024-01-07,store_1,product_4,18,22.9,1.0,0.0,6,1
2024-01-07,store_1,product_5,37,22.9,1.0,0.0,6,1
2024-01-07,store_1,product_6,42,22.9,1.0,0.0,6,1
2024-01-07,store_2,product_1,27,22.9,1.0,0.0,6,1
2024-01-07,store_2,product_2,34,22.9,1.0,0.0,6,1
2024-01-07,store_2,product_3,35,22.9,1.0,0.0,6,1
2024-01-07,store_2,product_4,41,22.9,1.0,0.0,6,1
2024-01-07,store_2,product_5,43,22.9,1.0,0.0,6,1
2024-01-07,store_2,product_6,44,22.9,1.0,0.0,6,1
2024-01-07,store_3,product_1,28,22.9,1.0,0.0,6,1
2024-01-07,store_3,product_2,9,22.9,1.0,0.0,6,1
2024-01-07,store_3,product_3,50,22.9,1.0,0.0,6,1
2024-01-07,store_3,product_4,31,22.9,1.0,0.0,6,1
2024-01-07,store_3,product_5,20,22.9,1.0,0.0,6,1
2024-01-07,store_3,product_6,25,22.9,1.0,0.0,6,1
2024-01-07,store_4,product_1,26,22.9,1.0,0.0,6,1
2024-01-07,store_4,product_2,19,22.9,1.0,0.0,6,1
2024-01-07,store_4,product_3,12,22.9,1.0,0.0,6,1
2024-01-07,store_4,product_4,27,22.9,1.0,0.0,6,1
2024-01-07,store_4,product_5,8,22.9,1.0,0.0,6,1
2024-01-07,store_4,product_6,23,22.9,1.0,0.0,6,1
2024-01-07,store_5,product_1,16,22.9,1.0,0.0,6,1
2024-01-07,store_5,product_2,23,22.9,1.0,0.0,6,1
2024-01-07,store_5,product_3,21,22.9,1.0,0.0,6,1
2024-01-07,store_5,product_4,53,22.9,1.0,0.0,6,1
2024-01-07,store_5,product_5,8,22.9,1.0,0.0,6,1
2024-01-07,store_5,product_6,16,22.9,1.0,0.0,6,1
2024-01-08,store_1,product_1,33,24.5,0.0,0.0,0,1
2024-01-08,store_1,product_2,47,24.5,0.0,0.0,0,1
2024-01-08,store_1,product_3,52,24.5,0.0,0.0,0,1
2024-01-08,store_1,product_4,13,24.5,0.0,0.0,0,1
2024-01-08,store_1,product_5,25,24.5,0.0,0.0,0,1
2024-01-08,store_1,product_6,45,24.5,0.0,0.0,0,1
2024-01-08,store_2,product_1,29,24.5,0.0,0.0,0,1
2024-01-08,store_2,product_2,43,24.5,0.0,0.0,0,1
2024-01-08,store_2,product_3,17,24.5,0.0,0.0,0,1
2024-01-08,store_2,product_4,36,24.5,0.0,0.0,0,1
2024-01-08,store_2,product_5,35,24.5,0.0,0.0,0,1
2024-01-08,store_2,product_6,25,24.5,0.0,0.0,0,1
2024-01-08,store_3,product_1,36,24.5,0.0,0.0,0,1
2024-01-08,store_3,product_2,10,24.5,0.0,0.0,0,1
2024-01-08,store_3,product_3,43,24.5,0.0,0.0,0,1
2024-01-08,store_3,product_4,46,24.5,0.0,0.0,0,1
2024-01-08,store_3,product_5,47,24.5,0.0,0.0,0,1
2024-01-08,store_3,product_6,27,24.5,0.0,0.0,0,1
2024-01-08,store_4,product_1,18,24.5,0.0,0.0,0,1
2024-01-08,store_4,product_2,39,24.5,0.0,0.0,0,1
2024-01-08,store_4,product_3,5,24.5,0.0,0.0,0,1
2024-01-08,store_4,product_4,41,24.5,0.0,0.0,0,1
2024-01-08,store_4,product_5,19,24.5,0.0,0.0,0,1
2024-01-08,store_4,product_6,11,24.5,0.0,0.0,0,1
2024-01-08,store_5,product_1,8,24.5,0.0,0.0,0,1
2024-01-08,store_5,product_2,30,24.5,0.0,0.0,0,1
2024-01-08,store_5,product_3,17,24.5,0.0,0.0,0,1
2024-01-08,store_5,product_4,46,24.5,0.0,0.0,0,1
2024-01-08,store_5,product_5,8,24.5,0.0,0.0,0,1
2024-01-08,store_5,product_6,48,24.5,0.0,0.0,0,1
2024-01-09,store_1,product_1,13,18.9,0.0,0.0,1,1
2024-01-09,store_1,product_2,8,18.9,0.0,0.0,1,1
2024-01-09,store_1,product_3,18,18.9,0.0,0.0,1,1
2024-01-09,store_1,product_4,37,18.9,0.0,0.0,1,1
2024-01-09,store_1,product_5,32,18.9,0.0,0.0,1,1
2024-01-09,store_1,product_6,44,18.9,0.0,0.0,1,1
2024-01-09,store_2,product_1,11,18.9,0.0,0.0,1,1
2024-01-09,store_2,product_2,23,18.9,0.0,0.0,1,1
2024-01-09,store_2,product_3,47,18.9,0.0,0.0,1,1
2024-01-09,store_2,product_4,50,18.9,0.0,0.0,1,1
2024-01-09,store_2,product_5,16,18.9,0.0,0.0,1,1
2024-01-09,store_2,product_6,26,18.9,0.0,0.0,1,1
2024-01-09,store_3,product_1,11,18.9,0.0,0.0,1,1
2024-01-09,store_3,product_2,15,18.9,0.0,0.0,1,1
2024-01-09,store_3,product_3,40,18.9,0.0,0.0,1,1
2024-01-09,store_3,product_4,9,18.9,0.0,0.0,1,1
2024-01-09,store_3,product_5,18,18.9,0.0,0.0,1,1
2024-01-09,store_3,product_6,44,18.9,0.0,0.0,1,1
2024-01-09,store_4,product_1,26,18.9,0.0,0.0,1,1
2024-01-09,store_4,product_2,26,18.9,0.0,0.0,1,1
2024-01-09,store_4,product_3,15,18.9,0.0,0.0,1,1
2024-01-09,store_4,product_4,30,18.9,0.0,0.0,1,1
2024-01-09,store_4,product_5,28,18.9,0.0,0.0,1,1
2024-01-09,store_4,product_6,46,18.9,0.0,0.0,1,1
2024-01-09,store_5,product_1,11,18.9,0.0,0.0,1,1
2024-01-09,store_5,product_2,32,18.9,0.0,0.0,1,1
2024-01-09,store_5,product_3,13,18.9,0.0,0.0,1,1
2024-01-09,store_5,product_4,33,18.9,0.0,0.0,1,1
2024-01-09,store_5,product_5,19,18.9,0.0,0.0,1,1
2024-01-09,store_5,product_6,8,18.9,0.0,0.0,1,1
2024-01-10,store_1,product_1,23,21.1,0.0,0.0,2,1
2024-01-10,store_1,product_2,13,21.1,0.0,0.0,2,1
2024-01-10,store_1,product_3,33,21.1,0.0,0.0,2,1
2024-01-10,store_1,product_4,44,21.1,0.0,0.0,2,1
2024-01-10,store_1,product_5,16,21.1,0.0,0.0,2,1
2024-01-10,store_1,product_6,10,21.1,0.0,0.0,2,1
2024-01-10,store_2,product_1,31,21.1,0.0,0.0,2,1
2024-01-10,store_2,product_2,30,21.1,0.0,0.0,2,1
2024-01-10,store_2,product_3,27,21.1,0.0,0.0,2,1
2024-01-10,store_2,product_4,27,21.1,0.0,0.0,2,1
2024-01-10,store_2,product_5,38,21.1,0.0,0.0,2,1
2024-01-10,store_2,product_6,32,21.1,0.0,0.0,2,1
2024-01-10,store_3,product_1,28,21.1,0.0,0.0,2,1
2024-01-10,store_3,product_2,8,21.1,0.0,0.0,2,1
2024-01-10,store_3,product_3,35,21.1,0.0,0.0,2,1
2024-01-10,store_3,product_4,40,21.1,0.0,0.0,2,1
2024-01-10,store_3,product_5,27,21.1,0.0,0.0,2,1
2024-01-10,store_3,product_6,23,21.1,0.0,0.0,2,1
2024-01-10,store_4,product_1,35,21.1,0.0,0.0,2,1
2024-01-10,store_4,product_2,18,21.1,0.0,0.0,2,1
2024-01-10,store_4,product_3,11,21.1,0.0,0.0,2,1
2024-01-10,store_4,product_4,28,21.1,0.0,0.0,2,1
2024-01-10,store_4,product_5,38,21.1,0.0,0.0,2,1
2024-01-10,store_4,product_6,35,21.1,0.0,0.0,2,1
2024-01-10,store_5,product_1,14,21.1,0.0,0.0,2,1
2024-01-10,store_5,product_2,19,21.1,0.0,0.0,2,1
2024-01-10,store_5,product_3,48,21.1,0.0,0.0,2,1
2024-01-10,store_5,product_4,29,21.1,0.0,0.0,2,1
2024-01-10,store_5,product_5,24,21.1,0.0,0.0,2,1
2024-01-10,store_5,product_6,8,21.1,0.0,0.0,2,1
2024-01-11,store_1,product_1,10,30.5,1.0,0.0,3,1
2024-01-11,store_1,product_2,55,30.5,1.0,0.0,3,1
2024-01-11,store_1,product_3,38,30.5,1.0,0.0,3,1
2024-01-11,store_1,product_4,30,30.5,1.0,0.0,3,1
2024-01-11,store_1,product_5,52,30.5,1.0,0.0,3,1
2024-01-11,store_1,product_6,36,30.5,1.0,0.0,3,1
2024-01-11,store_2,product_1,8,30.5,1.0,0.0,3,1
2024-01-11,store_2,product_2,33,30.5,1.0,0.0,3,1
2024-01-11,store_2,product_3,27,30.5,1.0,0.0,3,1
2024-01-11,store_2,product_4,9,30.5,1.0,0.0,3,1
2024-01-11,store_2,product_5,36,30.5,1.0,0.0,3,1
2024-01-11,store_2,product_6,35,30.5,1.0,0.0,3,1
2024-01-11,store_3,product_1,20,30.5,1.0,0.0,3,1
2024-01-11,store_3,product_2,14,30.5,1.0,0.0,3,1
2024-01-11,store_3,product_3,31,30.5,1.0,0.0,3,1
2024-01-11,store_3,product_4,32,30.5,1.0,0.0,3,1
2024-01-11,store_3,product_5,21,30.5,1.0,0.0,3,1
2024-01-11,store_3,product_6,40,30.5,1.0,0.0,3,1
2024-01-11,store_4,product_1,49,30.5,1.0,0.0,3,1
2024-01-11,store_4,product_2,25,30.5,1.0,0.0,3,1
2024-01-11,store_4,product_3,3,30.5,1.0,0.0,3,1
2024-01-11,store_4,product_4,16,30.5,1.0,0.0,3,1
2024-01-11,store_4,product_5,18,30.5,1.0,0.0,3,1
2024-01-11,store_4,product_6,16,30.5,1.0,0.0,3,1
2024-01-11,store_5,product_1,1,30.5,1.0,0.0,3,1
2024-01-11,store_5,product_2,49,30.5,1.0,0.0,3,1
2024-01-11,store_5,product_3,19,30.5,1.0,0.0,3,1
2024-01-11,store_5,product_4,14,30.5,1.0,0.0,3,1
2024-01-11,store_5,product_5,38,30.5,1.0,0.0,3,1
2024-01-11,store_5,product_6,3,30.5,1.0,0.0,3,1
2024-01-12,store_1,product_1,24,17.9,0.0,0.0,4,1
2024-01-12,store_1,product_2,50,17.9,0.0,0.0,4,1
2024-01-12,store_1,product_3,22,17.9,0.0,0.0,4,1
2024-01-12,store_1,product_4,40,17.9,0.0,0.0,4,1
2024-01-12,store_1,product_5,36,17.9,0.0,0.0,4,1
2024-01-12,store_1,product_6,27,17.9,0.0,0.0,4,1
2024-01-12,store_2,product_1,15,17.9,0.0,0.0,4,1
2024-01-12,store_2,product_2,3,17.9,0.0,0.0,4,1
2024-01-12,store_2,product_3,51,17.9,0.0,0.0,4,1
2024-01-12,store_2,product_4,48,17.9,0.0,0.0,4,1
2024-01-12,store_2,product_5,25,17.9,0.0,0.0,4,1
2024-01-12,store_2,product_6,48,17.9,0.0,0.0,4,1
2024-01-12,store_3,product_1,17,17.9,0.0,0.0,4,1
2024-01-12,store_3,product_2,1,17.9,0.0,0.0,4,1
2024-01-12,store_3,product_3,32,17.9,0.0,0.0,4,1
2024-01-12,store_3,product_4,53,17.9,0.0,0.0,4,1
2024-01-12,store_3,product_5,6,17.9,0.0,0.0,4,1
2024-01-12,store_3,product_6,41,17.9,0.0,0.0,4,1
2024-01-12,store_4,product_1,42,17.9,0.0,0.0,4,1
2024-01-12,store_4,product_2,42,17.9,0.0,0.0,4,1
2024-01-12,store_4,product_3,7,17.9,0.0,0.0,4,1
2024-01-12,store_4,product_4,27,17.9,0.0,0.0,4,1
2024-01-12,store_4,product_5,50,17.9,0.0,0.0,4,1
2024-01-12,store_4,product_6,7,17.9,0.0,0.0,4,1
2024-01-12,store_5,product_1,6,17.9,0.0,0.0,4,1
2024-01-12,store_5,product_2,19,17.9,0.0,0.0,4,1
2024-01-12,store_5,product_3,46,17.9,0.0,0.0,4,1
2024-01-12,store_5,product_4,35,17.9,0.0,0.0,4,1
2024-01-12,store_5,product_5,49,17.9,0.0,0.0,4,1
2024-01-12,store_5,product_6,45,17.9,0.0,0.0,4,1
2024-01-13,store_1,product_1,20,28.9,0.0,0.0,5,1
2024-01-13,store_1,product_2,21,28.9,0.0,0.0,5,1
2024-01-13,store_1,product_3,42,28.9,0.0,0.0,5,1
2024-01-13,store_1,product_4,40,28.9,0.0,0.0,5,1
2024-01-13,store_1,product_5,33,28.9,0.0,0.0,5,1
2024-01-13,store_1,product_6,29,28.9,0.0,0.0,5,1
2024-01-13,store_2,product_1,1,28.9,0.0,0.0,5,1
2024-01-13,store_2,product_2,9,28.9,0.0,0.0,5,1
2024-01-13,store_2,product_3,42,28.9,0.0,0.0,5,1
2024-01-13,store_2,product_4,50,28.9,0.0,0.0,5,1
2024-01-13,store_2,product_5,31,28.9,0.0,0.0,5,1
2024-01-13,store_2,product_6,13,28.9,0.0,0.0,5,1
2024-01-13,store_3,product_1,13,28.9,0.0,0.0,5,1
2024-01-13,store_3,product_2,8,28.9,0.0,0.0,5,1
2024-01-13,store_3,product_3,35,28.9,0.0,0.0,5,1
2024-01-13,store_3,product_4,47,28.9,0.0,0.0,5,1
2024-01-13,store_3,product_5,42,28.9,0.0,0.0,5,1
2024-01-13,store_3,product_6,16,28.9,0.0,0.0,5,1
2024-01-13,store_4,product_1,15,28.9,0.0,0.0,5,1
2024-01-13,store_4,product_2,39,28.9,0.0,0.0,5,1
2024-01-13,store_4,product_3,9,28.9,0.0,0.0,5,1
2024-01-13,store_4,product_4,47,28.9,0.0,0.0,5,1
2024-01-13,store_4,product_5,18,28.9,0.0,0.0,5,1
2024-01-13,store_4,product_6,29,28.9,0.0,0.0,5,1
2024-01-13,store_5,product_1,14,28.9,0.0,0.0,5,1
2024-01-13,store_5,product_2,32,28.9,0.0,0.0,5,1
2024-01-13,store_5,product_3,14,28.9,0.0,0.0,5,1
2024-01-13,store_5,product_4,38,28.9,0.0,0.0,5,1
2024-01-13,store_5,product_5,48,28.9,0.0,0.0,5,1
2024-01-13,store_5,product_6,8,28.9,0.0,0.0,5,1
2024-01-14,store_1,product_1,40,28.9,0.0,0.0,6,1
2024-01-14,store_1,product_2,36,28.9,0.0,0.0,6,1
2024-01-14,store_1,product_3,28,28.9,0.0,0.0,6,1
2024-01-14,store_1,product_4,31,28.9,0.0,0.0,6,1
2024-01-14,store_1,product_5,20,28.9,0.0,0.0,6,1
2024-01-14,store_1,product_6,32,28.9,0.0,0.0,6,1
2024-01-14,store_2,product_1,47,28.9,0.0,0.0,6,1
2024-01-14,store_2,product_2,21,28.9,0.0,0.0,6,1
2024-01-14,store_2,product_3,33,28.9,0.0,0.0,6,1
2024-01-14,store_2,product_4,31,28.9,0.0,0.0,6,1
2024-01-14,store_2,product_5,61,28.9,0.0,0.0,6,1
2024-01-14,store_2,product_6,22,28.9,0.0,0.0,6,1
2024-01-14,store_3,product_1,35,28.9,0.0,0.0,6,1
2024-01-14,store_3,product_2,9,28.9,0.0,0.0,6,1
2024-01-14,store_3,product_3,52,28.9,0.0,0.0,6,1
2024-01-14,store_3,product_4,35,28.9,0.0,0.0,6,1
2024-01-14,store_3,product_5,40,28.9,0.0,0.0,6,1
2024-01-14,store_3,product_6,15,28.9,0.0,0.0,6,1
2024-01-14,store_4,product_1,24,28.9,0.0,0.0,6,1
2024-01-14,store_4,product_2,46,28.9,0.0,0.0,6,1
2024-01-14,store_4,product_3,9,28.9,0.0,0.0,6,1
2024-01-14,store_4,product_4,11,28.9,0.0,0.0,6,1
2024-01-14,store_4,product_5,9,28.9,0.0,0.0,6,1
2024-01-14,store_4,product_6,39,28.9,0.0,0.0,6,1
2024-01-14,store_5,product_1,13,28.9,0.0,0.0,6,1
2024-01-14,store_5,product_2,16,28.9,0.0,0.0,6,1
2024-01-14,store_5,product_3,15,28.9,0.0,0.0,6,1
2024-01-14,store_5,product_4,11,28.9,0.0,0.0,6,1
2024-01-14,store_5,product_5,48,28.9,0.0,0.0,6,1
2024-01-14,store_5,product_6,11,28.9,0.0,0.0,6,1
2024-01-15,store_1,product_1,49,24.1,0.0,0.0,0,1
2024-01-15,store_1,product_2,27,24.1,0.0,0.0,0,1
